Date,User_Base_(Number_of_Users),Average_Time_Spent_(in_minutes),Content_Completion_Rate_(%),Student_Test_Score_Improvement_(%),Student_Satisfaction_(%),Revenue_Growth_(Year-over-Year_%),Funding_Round_Amount_(in_millions_USD),Market_Share_(%),Social_Media_Sentiment_Score,News_Article_Sentiment_Score,Number_of_Courses_Offered,Regional_Performance_Score,Focus_on_Adaptive_Learning_(Yes/No),Expert_Faculty_(Yes/No),Countries_of_Operation,Strategic_Partnerships_(Yes/No),Government_Initiatives_(Yes/No),Byju's_Future_Plans,Market_Size_(in_millions_USD)
29-04-2023,1287193.567,26.0854248,81.64990844,23.56455882,90.22982113,47.60503756,93.80752678,30.09662632,0.922760893,0.614453544,152.6868546,0.904788409, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          , Yes                         ,Interactive learning,536.5205606
30-04-2023,1566371.479,26.92245286,92.91244317,19.46431868,86.6840569,39.17940222,85.084334,39.59484712,1.062740836,0.660568146,116.7392991,0.927804013, Yes                               ,No," India, USA, UK, Australia, Singapore ",No, Yes                         ,Dynamic learning trials,614.8135908
01-05-2023,1380848.87,27.91317877,88.36400285,14.50765151,76.07051855,16.91919413,61.77492456,34.97368978,0.76924195,0.748209704,134.0957336,0.924244138, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Interactive learning,547.3041374
02-05-2023,1360921.412,14.46782797,87.12457132,34.89228305,91.46142836,34.52338397,89.77555646,36.03408701,0.8181935,0.592721484,150.9486683,0.934794548, Yes                               ,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          ,No, Acquire competitor ,596.8438164
03-05-2023,1336019.538,29.21569128,93.85803466,13.35934095,86.66171423,30.86581973,101.4152858,39.83296257,0.826562698,0.724000545,137.4194973,0.909363112,No, Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Acquire smaller startup,608.3855168
04-05-2023,1007663.322,22.83225827,94.0853556,8.217879577,93.62236543,41.9708747,72.22721691,34.86193508,1.07827785,0.6779962,127.9673809,0.885759711, Yes                               , Yes                   ," India, USA, UK         ", Yes                          , Yes                         , Partner with schools,650.9518484
05-05-2023,1173982.456,23.45161647,88.71321365,20.25945081,93.4525562,57.67556118,63.50375581,35.32789722,0.841192543,0.746666761,82.43422506,0.936245694, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Launch AI tutor    ,629.0938412
06-05-2023,1369418.412,24.42590322,88.25816402,22.73351099,88.22985899,34.69186406,72.36545296,42.14574257,0.946678231,0.696723711,164.5627619,0.892290248, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Interactive learning,556.263152
07-05-2023,1088692.65,20.87406859,96.09219484,39.20119415,87.7149927,56.15973288,60.18961573,34.76023263,0.692878081,0.702716068,169.1665118,0.887938172, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                        ,Dynamic learning trials,631.358741
08-05-2023,1276807.113,30.49400756,93.53205448,42.60584365,94.86950552,36.34208671,70.49333528,36.00187412,0.853406292,0.433721709,140.7175,0.899896326,No,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                        , Enter Middle East  ,466.6290924
09-05-2023,1260611.508,20.52877033,90.38092651,18.98207576,91.55767248,25.7464427,59.08549326,39.87790638,0.789799125,0.679643671,151.3683936,1.042436675, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch new app     ,547.3924453
10-05-2023,1332588.767,28.36232598,95.40386156,29.43718151,90.70189138,52.18026279,53.34614507,38.70127227,0.723631275,0.857752294,151.114492,0.930789903, Yes                               ,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          ,No, Expand to Europe   ,521.9163043
11-05-2023,1369158.858,29.67558047,104.0664882,29.08396281,88.68612091,41.77981043,109.0559535,34.91527516,0.851790233,0.656500797,150.8212398,0.987352681, Yes                               ,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Acquire smaller startup,517.7492822
12-05-2023,1440945.21,26.77356428,94.70050932,29.54626722,99.01784457,40.45579552,83.24845831,36.87202788,0.908823684,0.73779921,120.3058793,0.870182293, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Expand to Asia     ,581.9271563
13-05-2023,1394389.991,22.11267988,87.51383495,27.93218493,86.66926952,45.85890706,83.56149826,38.82941862,0.871417955,0.9084203,123.1829808,0.926770534, Yes                               , Yes                   ," India, USA, UK, Australia ",No, Yes                         ,Dynamic learning trials,629.9426636
14-05-2023,1149301.394,31.41473011,81.56109361,20.80471631,83.31482029,32.87926538,69.60561921,33.09465691,1.050546523,0.875740157,161.1635994,0.958269492,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Acquire competitor ,588.6966996
15-05-2023,1219212.838,26.71624427,95.6406902,17.75352828,91.99067951,39.43772441,126.4664698,37.0881136,0.848761287,0.770559234,127.5368246,0.959845046,No, Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         ,Dynamic learning trials,534.468826
16-05-2023,1327626.513,28.87922774,80.91972614,40.62122288,91.97293645,55.81435813,57.85920793,35.42558908,1.019910558,0.664675116,105.3950947,0.909612864,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch new feature,507.5629142
17-05-2023,1308519.839,31.54960132,89.97583387,39.68272554,92.39933709,35.33408791,88.52993741,28.42454372,0.901477152,0.614522442,101.3106651,0.871196378, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch new feature,672.4083641
18-05-2023,1348132.512,31.47162821,103.5846208,32.78049348,91.1980751,46.76225443,66.98845979,38.80786933,0.899139201,0.77058331,173.856562,0.989991004, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         ,Dynamic learning trials,633.0407782
19-05-2023,1073741.653,19.33696145,94.16147283,23.02215994,93.95981464,28.22823592,71.96413359,37.01348448,0.851273033,0.804941954,139.2065277,0.952066428,No, Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         ,Greedy gamification,575.1097083
20-05-2023,1376672.865,22.53980966,87.08638883,26.95690334,90.90428565,26.625894,67.76071548,40.75572671,0.948630896,0.810496821,159.2034249,0.987869939, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch new app     ,573.870712
21-05-2023,1183960.757,35.31964295,91.30960657,34.74800681,80.94762876,40.88508849,60.61302317,44.51995829,1.040354674,0.870051368,159.3369482,0.871274694, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Partner with schools,531.759551
22-05-2023,1254198.486,30.87331106,100.2407267,19.56623583,92.11221267,51.46366733,74.95300643,31.03672218,0.902627028,0.737818715,176.9067088,1.025394765, Yes                               , Yes                   ," India, USA             ", Yes                          , Yes                         , Launch AI tutor    ,535.2999829
23-05-2023,1409881.135,21.6726253,82.86204154,28.97959836,84.85418679,35.60663508,126.1462275,39.47678109,0.962907471,0.482231447,132.5388292,0.942339386, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          ,No, Expand to Europe   ,542.6151787
24-05-2023,1176239.474,32.0834713,84.0233141,39.48011986,88.50118146,33.11413979,114.37347,32.14532272,0.919978176,0.586469274,148.2081574,0.837389134,No,No," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Expand to Europe   ,644.5267214
25-05-2023,1283954.618,21.9969809,75.91896836,29.96604875,95.74822888,50.28956596,82.9327595,39.69641611,0.995325472,0.692022393,128.2412188,0.943702659, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Launch new app     ,550.380452
26-05-2023,1193138.359,30.45825009,85.90978086,29.6787306,88.42855613,52.76374315,68.80432532,38.24227809,0.955166186,0.892453862,134.8731111,0.994322008, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Launch new feature,609.9437004
27-05-2023,1013670.208,28.79330645,94.25554299,29.27091646,91.04621879,26.44914895,65.63869296,35.52716885,0.91885305,0.576204685,106.3945708,0.992797062,No, Yes                   ," India, USA, UK         ",No, Yes                         ,Dynamic learning trials,575.3089906
28-05-2023,1271232.147,26.34065701,87.44034451,27.12417749,90.14048082,50.33498551,106.0932921,32.60380561,1.026611797,0.60834221,143.2321165,0.944223487, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Interactive learning,684.5597297
29-05-2023,1371305.575,19.24084032,92.50258993,32.9716814,88.74739077,22.63773446,94.99389122,33.06538848,0.96772412,0.601443457,139.6036869,0.834846689,No, Yes                   ," India, USA, UK, Australia ", Yes                          ,No, Expand to Europe   ,667.8025236
30-05-2023,1046257.668,23.60382111,96.20347558,17.94757746,90.59090374,44.92880634,52.93673134,33.7947466,0.791456971,0.605569951,104.410231,0.98427818, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ",No, Yes                         , Partner with schools,640.9765415
31-05-2023,1422436.204,21.22489643,98.85891636,25.49834291,91.00328655,41.07481092,95.10420365,34.55167714,0.746046064,0.839160802,201.1388649,0.843033214, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Expand to Europe   ,572.5581497
01-06-2023,1096498.349,25.12407862,93.57669317,23.70661998,91.13458735,47.8203777,99.45108873,34.99108617,0.844434441,0.723060391,125.7080381,0.928724679,No,No," India, USA, UK, Australia, Singapore, UAE ",No, Yes                        , Launch AI tutor    ,543.0233891
02-06-2023,1117309.967,30.47107072,91.11728827,46.78506731,92.23536991,15.99731392,88.66238617,43.31757112,1.007117727,0.701733509,95.04750636,0.960935508, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          , Yes                         , Launch new feature,494.1203523
03-06-2023,1407404.929,27.07291855,90.24337681,37.18243539,94.12191893,41.14517926,95.07779296,38.58503409,0.860692616,0.75056909,167.219753,0.921880926, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Enter Middle East  ,542.4905556
04-06-2023,1215982.394,29.20730147,81.76787034,28.14485257,95.36453069,36.84299909,101.3232937,39.35003749,0.888077473,0.744059797,148.387194,0.961504015, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Acquire smaller startup,470.594617
05-06-2023,1264480.353,28.11277967,98.49133573,40.02625441,86.96075635,-0.190292793,71.36558968,39.77673286,0.813705773,0.804702082,160.4004544,0.856111831, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Acquire competitor ,574.817833
06-06-2023,1239112.188,27.0365551,90.54010898,36.52191682,87.05131108,44.46610326,86.30393924,32.54464599,0.978108549,0.737231451,134.4926182,0.948812841, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch new app     ,581.8725361
07-06-2023,1479192.329,31.27781251,87.89530581,22.79012745,88.70223452,16.49404613,71.4679548,40.30471709,0.709137065,0.663003086,148.7349409,0.899901627, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          ,No,Dynamic learning trials,554.4619192
08-06-2023,1361609.644,21.02317894,90.07962702,18.4129744,91.08630576,46.34952897,62.16354069,38.97672581,0.813021304,0.787718449,150.7248143,0.87802586,No,No," India, USA, UK         ", Yes                          , Yes                         , Expand to Africa   ,582.9281881
09-06-2023,1382465.664,27.0480665,88.54844729,16.86534807,90.09639306,24.99456197,55.81325174,36.05323947,0.916947815,0.698720527,168.2588141,0.968712866, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          ,No, Acquire smaller startup,611.2905567
10-06-2023,1207895.592,22.90939451,80.32670724,13.27096254,91.24218579,36.1392893,65.33363794,39.38287586,0.90747647,0.703258398,166.534471,0.975913974, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Expand to Europe   ,626.3868979
11-06-2023,1144879.197,28.58922147,93.33690386,32.71584988,91.0332587,38.70384531,61.96725941,35.26949805,1.05571212,0.660622837,111.1272144,0.852806202,No, Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         ,Greedy gamification,570.9041662
12-06-2023,1050343.651,25.32436018,99.68004565,11.62242677,97.30477008,21.48582403,95.52425193,41.33345464,0.921369887,0.637799371,131.298876,0.948574525, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          , Yes                         ,Greedy gamification,495.0841287
13-06-2023,1464422.058,21.88683551,88.51191525,26.38966016,94.4142324,30.673952,87.64790662,30.81236387,0.92675997,0.468985581,115.3870756,0.912108713, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Interactive learning,574.8626433
14-06-2023,1142020.239,28.03454644,90.28700798,19.58519792,96.66094598,35.37122343,70.61889367,37.84711227,1.109661815,0.739876152,147.1614892,0.928083806,No, Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          ,No, Launch AI tutor    ,618.9656044
15-06-2023,1531974.308,32.91915758,82.91470032,41.6854978,92.00103668,63.38032061,67.17740738,41.13855509,0.779516031,0.64147808,129.9865154,0.823247627, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Expand to Africa   ,597.6769961
16-06-2023,916076.1031,26.85700383,89.30364543,22.96068227,86.35700111,54.38628084,44.43331849,34.85337135,0.873690373,0.580566287,144.7239759,0.859135132, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Greedy gamification,591.8253649
17-06-2023,1293265.383,27.28609125,87.47818502,30.66609008,90.33182342,28.4742407,42.93029433,38.38214853,0.865532332,0.710594075,120.5996841,1.000934318, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Dynamic learning trials,703.8065596
18-06-2023,1256371.751,24.01686555,95.01759357,37.03738285,91.5490098,36.59760154,66.16412716,41.14061578,0.896000652,0.629156218,158.5503169,0.88415933, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Partner with schools,623.6218022
19-06-2023,1524449.501,23.56661162,103.2435628,7.761347471,95.2829475,47.84941731,86.62696244,36.44208239,0.981540348,0.867043201,133.9540583,0.889000017, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ",No, Yes                        ,Dynamic learning trials,643.5521563
20-06-2023,1518350.34,18.63514807,85.27055985,26.51625778,94.84510233,54.02286633,67.23984041,37.0490007,0.824892644,0.792919585,179.7850034,0.955840955, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         ,Dynamic learning trials,594.5008396
21-06-2023,1410524.609,26.81133417,91.16015787,24.09587838,98.35009116,47.25598441,40.06558244,32.94901048,0.910131822,0.731065366,126.4720076,1.034456907, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ",No, Yes                         , Acquire smaller startup,577.0058778
22-06-2023,1474250.936,28.2439546,88.87072304,22.71144506,93.92660483,47.2602478,88.03832584,36.96922189,0.872571803,0.731641485,129.2111824,0.898656014, Yes                               , Yes                   ," India, USA             ", Yes                          , Yes                         , Partner with schools,532.324027
23-06-2023,1368466.468,26.01282909,93.55232882,29.43262222,91.24375278,41.67915161,99.48576051,38.74364232,0.799248388,0.668581637,161.5225555,0.950932034,No, Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Acquire smaller startup,630.7701358
24-06-2023,1254677.793,30.90967248,92.0263075,30.60487563,89.17494196,39.63826249,62.74508562,36.5963009,0.943030426,0.641350428,124.4392942,0.857189659,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ",No, Yes                         ,Interactive learning,651.6836175
25-06-2023,1204699.994,26.22215546,95.26220893,26.6589477,86.74866134,33.18183745,95.52154791,48.4208448,0.873154079,0.798250465,130.9689447,0.907472979, Yes                               ,No," India, USA, UK         ", Yes                          , Yes                         , Partner with schools,630.0664488
26-06-2023,966474.2839,29.55516854,91.64001473,26.42733715,86.29355692,36.59667688,71.78257914,39.10401588,0.778843927,0.688606301,151.0873669,0.924333922,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch new feature,556.7889761
27-06-2023,1332537.39,26.21757138,92.20335004,8.809682854,88.32759808,48.97055204,59.55902144,40.28474288,0.821859123,0.836514335,123.8203114,0.959348647,No,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch new app     ,572.5315599
28-06-2023,1200264.155,32.54464827,86.41944851,34.62102216,85.28693171,54.03254538,131.4384212,36.83214195,0.793411648,0.81715647,117.0272489,0.936862569, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Enter Middle East  ,573.8325888
29-06-2023,1371137.947,23.52287872,83.76032715,26.39533734,88.49563126,43.58061014,95.67808431,30.52540223,0.840305663,0.689596215,148.4628545,0.861008166, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                        , Partner with schools,533.2931
30-06-2023,1115986.046,26.74101718,86.74403852,10.56106751,100.0794492,40.50427058,42.91376385,44.25579113,0.715770768,0.585635276,159.8426943,0.883775808, Yes                               ,No," India, USA, UK, Australia ",No, Yes                         , Launch AI tutor    ,563.5840746
01-07-2023,1609150.46,22.46793322,90.47366489,35.74596388,92.01259825,42.94565833,73.77853433,36.73243175,0.916843147,0.774843295,160.723367,0.826806334, Yes                               ,No," India, USA, UK, Australia ", Yes                          , Yes                         , Acquire competitor ,591.1927236
02-07-2023,1211952.377,23.62678172,99.02678409,30.91435706,90.39914974,32.86981755,85.97827022,44.22647775,1.006374894,0.751751112,169.8477559,0.844718981,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ",No, Yes                        , Expand to Europe   ,597.8686895
03-07-2023,1011277.626,26.85024886,93.7528642,33.81019812,89.00621856,51.32618499,71.18917592,34.19809969,0.939513414,0.718303481,111.6767719,0.879570043, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Acquire smaller startup,514.9899858
04-07-2023,1330069.711,29.98029353,95.69400548,22.03645427,96.38318758,48.29923052,44.94542538,38.67682013,1.156613072,0.703585726,180.3078456,0.908589333, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Expand to Europe   ,537.1008232
05-07-2023,1262755.834,28.18618608,98.71011056,17.61187152,91.21923417,36.0684229,95.26535238,43.71974252,0.738915683,0.560938859,138.3068674,0.849446229, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Launch new feature,548.4036978
06-07-2023,1213495.501,34.46314596,82.83591156,22.78439441,91.06832655,55.95991923,123.3698793,31.87678763,0.67442537,0.866215026,128.7768639,0.941758878, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         ,Greedy gamification,578.1608062
07-07-2023,1280413.658,29.68284759,101.8672705,30.10655404,91.44951645,52.61337573,130.0353029,35.3106678,0.983179646,0.727122308,120.127216,0.896909456, Yes                               ,No," India, USA, UK, Australia ", Yes                          ,No, Launch AI tutor    ,603.4464262
08-07-2023,1650689.247,32.02536157,99.14646447,22.62936724,91.27043412,24.70490942,99.15009692,37.66593052,0.910516279,0.61445377,121.629246,1.050542448,No, Yes                   ," India, USA, UK, Australia ", Yes                          ,No, Launch AI tutor    ,606.6386774
09-07-2023,1036708.3,29.9280565,95.46572948,12.74220755,97.87159852,44.23050253,46.69617302,37.21470909,0.932817421,0.678763102,133.5565946,0.874195505, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Launch new app     ,548.5968792
10-07-2023,1300719.069,40.95199834,87.08632151,23.06021261,93.37457671,30.83828062,96.06830134,37.09828965,0.923924328,0.837877046,121.8447892,0.946630545, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Enter Middle East  ,561.8046348
11-07-2023,1547137.552,23.51586756,93.73818386,29.86730817,96.57389837,33.69077023,73.8094952,32.89444927,0.889793697,0.949554196,146.6997893,0.883893731, Yes                               , Yes                   ," India, USA, UK, Australia ",No, Yes                         ,Dynamic learning trials,665.9756685
12-07-2023,1361561.008,24.51700094,98.04886162,26.57849524,93.64734791,56.47016545,21.82273974,42.79918079,0.878382401,0.765721759,125.8947537,0.937874064, Yes                               ,No," India, USA, UK         ",No, Yes                         , Launch new feature,614.0452909
13-07-2023,1261250.259,19.09389284,84.64948532,26.38467137,95.28056316,36.29647336,77.24365703,29.56407186,0.785789783,0.891244534,134.4679151,0.96949249,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Partner with schools,531.9016155
14-07-2023,1313948.505,29.23530982,94.15088736,22.80924447,85.34777647,56.40832567,65.05244526,38.31178647,0.902586793,0.76388084,117.7637507,0.892003659,No, Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         ,Greedy gamification,654.0246351
15-07-2023,1414337.741,16.14668824,92.64514995,35.03536409,93.33877039,48.35430718,73.98207186,32.86143645,0.991464895,0.633584805,94.88109836,0.896305276, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          , Yes                         , Enter Middle East  ,587.8335198
16-07-2023,1513783.948,28.17522423,90.18391691,11.48276859,83.78687225,35.65093554,90.29860635,28.97726286,1.032042306,0.713612812,105.8690621,0.914205117,No,No," India, USA, UK, Australia ", Yes                          , Yes                         ,Dynamic learning trials,618.730001
17-07-2023,1343182.763,34.39144058,94.29130638,36.3487514,91.72237199,49.97510263,72.08113722,41.88949913,0.93598799,0.924871798,142.8170451,0.937481072, Yes                               ,No," India, USA, UK, Australia, Singapore ",No, Yes                         ,Interactive learning,573.3437905
18-07-2023,1493361.831,27.89808012,93.80029242,33.46443851,98.91517022,37.28020961,68.09055967,35.78143767,0.975830062,0.676657135,124.4550722,0.904132137, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Partner with schools,564.4984026
19-07-2023,1362237.859,24.81237057,90.10035892,28.68945134,90.17157363,56.81560194,44.33163789,38.5520011,0.995296179,0.661833985,134.3766696,0.856721616,No,No," India, USA, UK, Australia ", Yes                          , Yes                         , Launch new app     ,532.1363395
20-07-2023,1366205.606,25.32670974,98.35249606,34.97868104,91.76242267,52.01198122,117.4908986,43.42533652,0.965359617,0.834037746,111.4834681,0.890016925, Yes                               ,No," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Expand to Africa   ,559.8196133
21-07-2023,1552487.694,30.86329664,92.16830196,35.77843249,90.16125348,49.28320222,60.54805987,31.51139943,0.839311559,0.865258447,99.16090068,0.972167785, Yes                               ,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Expand to Europe   ,527.6832939
22-07-2023,1428861.216,23.05790626,94.34619252,21.17660921,84.64630337,73.82099832,122.1984777,34.14319006,0.716188361,0.641546074,139.1097329,0.912246828, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Partner with schools,559.8065897
23-07-2023,1234208.8,30.64808653,98.20836145,25.07526203,83.65423244,50.40044375,84.94333754,32.63991627,0.795139987,0.842518019,136.3743078,0.846353768, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch new app     ,602.691609
24-07-2023,1252386.65,22.35040115,93.78637382,16.67076441,97.31334504,51.55314322,101.4829176,35.68929047,0.910069271,0.79406258,118.7123374,0.876709652, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          , Yes                         , Launch AI tutor    ,543.4303437
25-07-2023,1218585.573,25.74933678,81.913226,0.628176337,90.98115804,32.82680819,109.5263082,41.92513857,0.969596507,0.678124773,141.038297,0.859742133,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ",No,No,Dynamic learning trials,574.5079615
26-07-2023,1275125.765,29.88074633,80.95693993,29.48356684,85.64920958,45.41316602,64.15592302,40.81598624,1.090343694,0.624832143,159.3818643,0.849742637,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Acquire competitor ,602.7175779
27-07-2023,1257193.663,24.35111891,93.84131019,32.5870959,88.34040845,35.2115945,81.02738855,36.2458734,0.905171589,0.651347909,166.7358902,0.906505234, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Acquire competitor ,613.7082999
28-07-2023,1393328.461,26.08425123,92.0361052,18.32567961,92.53810357,55.88301042,83.10264546,33.7506318,0.914206048,0.697002426,99.74810568,0.903427492, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Expand to Asia     ,509.2192208
29-07-2023,1159397.39,35.66262945,93.93316646,30.74899738,90.04473224,51.17018842,56.97637938,35.20343404,1.000685038,0.601770814,144.3371219,0.96790141, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Enter Middle East  ,519.1721583
30-07-2023,1415038.897,25.72272415,87.13775538,26.86142518,97.09267005,39.61842078,90.49864515,38.8688895,0.878011035,0.608813803,155.4559808,0.873442396,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ",No, Yes                         , Expand to Africa   ,568.3574733
31-07-2023,1436676.296,23.6229629,93.35340533,13.85106749,87.12828383,22.33682772,75.644392,33.17274181,0.934413805,0.859649665,123.6522769,0.854270394, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Expand to Africa   ,526.8424171
01-08-2023,1257307.274,20.99638834,90.13495144,22.09390545,78.18082216,18.58430968,59.82071913,41.92263394,1.108688833,0.897553887,115.5280812,0.86997041,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          ,No, Expand to Asia     ,590.2783727
02-08-2023,1260344.189,19.5197553,100.5221427,22.6800933,86.92893134,36.0304241,73.23828423,30.57325366,0.905047717,0.326713996,111.0515238,0.914741227, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          , Yes                         , Enter Middle East  ,572.1342539
03-08-2023,1271838.575,14.96950896,89.10750239,13.59990779,91.66221443,50.29449353,91.43152563,36.44816206,0.887257474,0.787331767,126.8528603,0.844582363, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Expand to Europe   ,638.9188777
04-08-2023,1225537.516,26.27163858,94.86589761,23.02294919,92.54077904,42.20478345,62.81744619,37.20654818,0.868175029,0.956968904,168.4518907,0.903438574, Yes                               ,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          ,No, Launch AI tutor    ,600.5991406
05-08-2023,1398475.642,26.33181647,89.53700552,26.74812892,106.6876838,21.52117283,63.09480026,30.13653508,0.72680948,0.590026001,136.3950023,1.020023139, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Acquire smaller startup,578.5773584
06-08-2023,1443270.464,29.10128232,98.05332138,29.29164563,96.27467692,28.67356279,105.5776165,38.75932313,0.962857967,0.650808083,153.0424199,0.95969546, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch new feature,593.7681072
07-08-2023,1126124.569,28.39956104,85.76920753,33.52184993,101.2247705,28.07025945,84.35334249,38.30376011,0.856523745,0.660780671,174.2167089,0.862957335, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          ,No, Launch AI tutor    ,615.1290063
